Sample,Organ,Histo,Bulk_phenotype,Site,Original_ID,Project_ID
PD53943w_lo0058,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0059,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0001,Right_kidney,Neuroblast cluster,Kidney,Right,kidney right,2855
PD53943w_lo0002,Right_kidney,Neuroblast cluster,Kidney,Right,kidney right,2855
PD53943w_lo0166,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0003,Right_kidney,Neuroblast cluster,Kidney,Right,kidney right,2855
PD53943w_lo0064,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0065,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0067,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0008,Right_kidney,Blastema,Kidney,Right,kidney right,2855
PD53943w_lo0055,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0252,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0071,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0072,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0073,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0177,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0178,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0179,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0079,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0080,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0139,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0141,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0144,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0145,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0070,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0147,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0148,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0150,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0255,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943v_lo0031,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0309,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943v_lo0030,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0029,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0028,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943w_lo0100,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0101,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0118,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0146,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0203,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0056,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0057,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0206,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0207,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0060,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0062,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0165,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0063,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0168,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0169,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0068,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0202,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0172,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0173,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0174,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0175,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0074,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0075,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0076,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0015,Right_kidney,Glomerulus,Kidney,Right,kidney right,2855
PD53943w_lo0180,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0181,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0182,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0035,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0036,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0038,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0039,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0040,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0041,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0042,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0044,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0046,KIDNEY PD53943w B1-C2-S2-3,Blastema,Kidney,Right,kidney right,3137
PD53943w_lo0194,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0195,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0259,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0260,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0261,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0262,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0263,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0107,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0108,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0204,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0205,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0112,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0113,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0208,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0209,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0117,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0212,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0213,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0170,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0069,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0233,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0234,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0009,Right_kidney,Blastema,Kidney,Right,kidney right,2855
PD53943w_lo0010,Right_kidney,Blastema,Kidney,Right,kidney right,2855
PD53943w_lo0011,Right_kidney,Blastema,Kidney,Right,kidney right,2855
PD53943w_lo0013,Right_kidney,Glomerulus,Kidney,Right,kidney right,2855
PD53943w_lo0014,Right_kidney,Glomerulus,Kidney,Right,kidney right,2855
PD53943w_lo0136,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0016,Right_kidney,Primitive tubule,Kidney,Right,kidney right,2855
PD53943w_lo0017,Right_kidney,Primitive tubule,Kidney,Right,kidney right,2855
PD53943w_lo0018,Right_kidney,Primitive tubule,Kidney,Right,kidney right,2855
PD53943w_lo0019,Right_kidney,Primitive tubule,Kidney,Right,kidney right,2855
PD53943w_lo0021,Right_kidney,Primitive tubule,Kidney,Right,kidney right,2855
PD53943w_lo0250,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0251,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0304,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0305,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0306,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0152,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0256,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0257,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0258,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0273,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0119,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0120,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943v_lo0027,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0026,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0024,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3137
PD53943v_lo0023,Heart,Myocardium,Heart,Heart,Heart,3186
PD53943w_lo0109,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0110,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943v_lo0022,Heart,Myocardium,Heart,Heart,Heart,3186
PD53943v_lo0021,Heart,Myocardium,Heart,Heart,Heart,3186
PD53943w_lo0114,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0115,KIDNEY PD53943w B1-C2-S2-3,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0137,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0138,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0294,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0231,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0232,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0124,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0125,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0129,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0130,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0236,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0238,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0239,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0240,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0310,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0164,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0211,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0295,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0296,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0298,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0303,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0187,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0188,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0189,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0191,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0308,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0193,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943v_lo0020,Heart,Myocardium,Heart,Heart,Heart,3186
PD53943w_lo0241,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0242,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0275,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0276,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0121,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0171,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0264,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943v_lo0019,Heart,Myocardium,Heart,Heart,Heart,3186
PD53943v_lo0018,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3152
PD53943w_lo0267,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0269,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943v_lo0017,PD53943v_HEART_B1-C2-S2-3,Myocardium,Heart,Heart,Heart,3152
PD53943w_lo0133,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0271,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0135,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0244,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0245,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0248,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0184,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0279,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0280,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0235,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0282,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0131,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0132,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0270,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0284,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0163,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0274,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0293,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0291,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0266,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0185,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0278,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0265,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0161,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0158,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0192,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0283,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0307,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0281,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0292,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0289,KIDNEY PD53943w B1-C2-S4-5,Primitive tubule,Kidney,Right,kidney right,3186
PD53943w_lo0123,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3137
PD53943w_lo0277,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0156,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0159,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0154,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0286,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943w_lo0249,KIDNEY PD53943w B1-C2-S4-5,Glomerulus,Kidney,Right,kidney right,3186
PD53943n_lo0011,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0012,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0013,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0014,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0015,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0016,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0017,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943n_lo0018,ADRENAL PD53943n B1-C2-S4-5,Foetal zone,Adrenal,Right,adrenal right,3581
PD53943e_lo0034,PLACNT PD53943E B1-C2-S2,Mesenchymal core,Placenta,Bottom right,placenta bottom right,3254
PD53943e_lo0032,PLACNT PD53943E B1-C2-S2,Mesenchymal core,Placenta,Bottom right,placenta bottom right,3254
PD53943e_lo0031,PLACNT PD53943E B1-C2-S2,Mesenchymal core,Placenta,Bottom right,placenta bottom right,3254
PD53943e_lo0027,PLACNT PD53943E B1-C2-S2,Mesenchymal core,Placenta,Bottom right,placenta bottom right,3254
PD53943e_lo0026,PLACNT PD53943E B1-C2-S2,Mesenchymal core,Placenta,Bottom right,placenta bottom right,3254
PD53943e_lo0023,PLACNT PD53943E B1-C2-S2,Mesenchymal core,Placenta,Bottom right,placenta bottom right,3254
PD53943e_lo0007,Placenta,Trophoblasts,Trophoblasts,Bottom right,placenta bottom right,2855
PD53943e_lo0006,Placenta,Trophoblasts,Trophoblasts,Bottom right,placenta bottom right,2855
PD53943e_lo0005,Placenta,Mesenchymal core,Placenta,Bottom right,placenta bottom right,2855
PD53943e_lo0002,Placenta,Trophoblasts,Trophoblasts,Bottom right,placenta bottom right,2855
PD53943d_lo0008,Placenta,Trophoblasts,Trophoblasts,Top left,placenta top left,2855
PD53943d_lo0006,Placenta,Trophoblasts,Trophoblasts,Top left,placenta top left,2855
PD53943d_lo0004,Placenta,Mesenchymal core,Placenta,Top left,placenta top left,2855
PD53943d_lo0003,Placenta,Mesenchymal core,Placenta,Top left,placenta top left,2855
PD53943d_lo0002,Placenta,Mesenchymal core,Placenta,Top left,placenta top left,2855
PD53943af_lo0008,Placenta,Trophoblasts,Trophoblasts,Bottom left,placenta bottom left,2855
PD53943af_lo0004,Placenta,Mesenchymal core,Placenta,Bottom left,placenta bottom left,2855
PD53943aa,Blood,Blood,Blood,Blood,Blood,3187
PD53943av,Blood,Blood,Blood,Blood,Blood,3187
PD53943aw,Blood,Blood,Blood,Blood,Blood,3187
PD53943ax,Blood,Blood,Blood,Blood,Blood,3187
PD53943ay,Blood,Blood,Blood,Blood,Blood,3187
PD53943az,Blood,Blood,Blood,Blood,Blood,3187
PD53943ba,Blood,Blood,Blood,Blood,Blood,3187
PD53943bb,Blood,Blood,Blood,Blood,Blood,3187
PD53943bc,Blood,Blood,Blood,Blood,Blood,3187
PD53943bd,Blood,Blood,Blood,Blood,Blood,3187
PD53943be,Blood,Blood,Blood,Blood,Blood,3187
PD53943bf,Blood,Blood,Blood,Blood,Blood,3187
PD53943bg,Blood,Blood,Blood,Blood,Blood,3187
PD53943bh,Blood,Blood,Blood,Blood,Blood,3187
PD53943bi,Blood,Blood,Blood,Blood,Blood,3187
PD53943bj,Blood,Blood,Blood,Blood,Blood,3187
PD53943bk,Blood,Blood,Blood,Blood,Blood,3187
PD53943bl,Blood,Blood,Blood,Blood,Blood,3187
PD53943bm,Blood,Blood,Blood,Blood,Blood,3187
PD53943bn,Blood,Blood,Blood,Blood,Blood,3187
PD53943bo,Blood,Blood,Blood,Blood,Blood,3187
PD53943bp,Blood,Blood,Blood,Blood,Blood,3187
PD53943bq,Blood,Blood,Blood,Blood,Blood,3187
PD53943br,Blood,Blood,Blood,Blood,Blood,3187
PD53943bs,Blood,Blood,Blood,Blood,Blood,3187
PD53943bt,Blood,Blood,Blood,Blood,Blood,3187
PD53943bu,Blood,Blood,Blood,Blood,Blood,3187
PD53943bv,Blood,Blood,Blood,Blood,Blood,3187
PD53943bw,Blood,Blood,Blood,Blood,Blood,3187
PD53943bx,Blood,Blood,Blood,Blood,Blood,3187
PD53943by,Blood,Blood,Blood,Blood,Blood,3187
PD53943bz,Blood,Blood,Blood,Blood,Blood,3187
PD53943ca,Blood,Blood,Blood,Blood,Blood,3187
PD53943cb,Blood,Blood,Blood,Blood,Blood,3187
PD53943cc,Blood,Blood,Blood,Blood,Blood,3187
PD53943cd,Blood,Blood,Blood,Blood,Blood,3187
PD53943ce,Blood,Blood,Blood,Blood,Blood,3187
PD53943cf,Blood,Blood,Blood,Blood,Blood,3187
PD53943cg,Blood,Blood,Blood,Blood,Blood,3187
PD53943ch,Blood,Blood,Blood,Blood,Blood,3187
PD53943ci,Blood,Blood,Blood,Blood,Blood,3187
PD53943cj,Blood,Blood,Blood,Blood,Blood,3187
PD53943ck,Blood,Blood,Blood,Blood,Blood,3187
PD53943cl,Blood,Blood,Blood,Blood,Blood,3187
PD53943cm,Blood,Blood,Blood,Blood,Blood,3187
PD53943cn,Blood,Blood,Blood,Blood,Blood,3187
PD53943co,Blood,Blood,Blood,Blood,Blood,3187
PD53943cp,Blood,Blood,Blood,Blood,Blood,3187
PD53943cq,Blood,Blood,Blood,Blood,Blood,3187
PD53943cr,Blood,Blood,Blood,Blood,Blood,3187
PD53943cs,Blood,Blood,Blood,Blood,Blood,3187
PD53943ct,Blood,Blood,Blood,Blood,Blood,3187
PD53943cu,Blood,Blood,Blood,Blood,Blood,3187
